AircraftName,VariantName,Range
Vortex Aero Vortex-2,200-2,588.27
Vortex Aero Vortex-2,200-83,727.12
Vortex Aero Vortex-2,Neo-11,5731.74
Vortex Aero Vortex-2,B-39,6440.09
Nimbus Aero Nimbus-2,LR-99,7090.66
Nimbus Aero Nimbus-2,LR-95,7489.79
Nimbus Aero Nimbus-2,100-41,7954.85
Nimbus Aero Nimbus-2,200-43,715.63
Celestial Aero Celestial-7,Mk.I-5,2508.06
Celestial Aero Celestial-7,100-69,3070.5
Celestial Aero Celestial-7,B-44,4441.01
Celestial Aero Celestial-7,100-52,6873.48
Eclipse Aero Eclipse-8,Neo-13,5276.26
Eclipse Aero Eclipse-8,A-26,3022.52
Eclipse Aero Eclipse-8,A-11,5412.97
Eclipse Aero Eclipse-8,Max-74,4005.86
StratoAero Strato-1,100-39,3407.23
StratoAero Strato-1,A-61,3287.73
StratoAero Strato-1,B-77,3544.4
StratoAero Strato-1,100-20,4418.02
Helix Aero Helix-2,Max-25,2344.9
Helix Aero Helix-2,B-21,2405.72
Helix Aero Helix-2,Neo-15,1390.01
Helix Aero Helix-2,LR-11,6065.77
AstraJet Astra-2,200-19,4282.68
AstraJet Astra-2,B-51,3330.93
AstraJet Astra-2,200-23,4871.43
AstraJet Astra-2,200-96,1738.29
Vanguard Aero Vanguard-8,100-83,3007.85
Vanguard Aero Vanguard-8,100-36,681.67
Vanguard Aero Vanguard-8,LR-28,7389.93
Vanguard Aero Vanguard-8,Max-32,3222.23
AeroFusion AeroFusion-2,Max-40,3940.31
AeroFusion AeroFusion-2,100-35,919.19
AeroFusion AeroFusion-2,100-5,4086.3
AeroFusion AeroFusion-2,100-69,1931.09
Skyward Innovations SkyWard-5,200-71,5329.51
Skyward Innovations SkyWard-5,100-94,1055.78
Skyward Innovations SkyWard-5,B-39,3906.75
Skyward Innovations SkyWard-5,100-86,3171.95
Nimbus Aero Nimbus-3,LR-61,4206.89
Nimbus Aero Nimbus-3,A-18,6285.26
Nimbus Aero Nimbus-3,LR-69,1225.58
Nimbus Aero Nimbus-3,200-89,3228.24
Celestial Aero Celestial-8,200-84,4036.32
Celestial Aero Celestial-8,200-10,5986.96
Celestial Aero Celestial-8,ER-50,4927.74
Celestial Aero Celestial-8,ER-65,949.33
Eclipse Aero Eclipse-5,ER-50,7709.69
Eclipse Aero Eclipse-5,Mk.I-3,5870.64
Eclipse Aero Eclipse-5,Max-87,5925.95
Eclipse Aero Eclipse-5,ER-64,4222.91
StratoAero Strato-3,200-70,1676.28
StratoAero Strato-3,LR-87,3142.9
StratoAero Strato-3,B-60,4414.04
StratoAero Strato-3,A-86,1454.86
Helix Aero Helix-3,Neo-5,2027.88
Helix Aero Helix-3,LR-17,7469.78
Helix Aero Helix-3,LR-8,5041.25
Helix Aero Helix-3,100-18,2988.66
AstraJet Astra-7,Neo-66,4015.69
AstraJet Astra-7,LR-45,7829.88
AstraJet Astra-7,LR-89,7202.8
AstraJet Astra-7,B-88,7063.84
Vanguard Aero Vanguard-3,Neo-78,7263.41
Vanguard Aero Vanguard-3,B-56,5216.13
Vanguard Aero Vanguard-3,Neo-61,5255.0
Vanguard Aero Vanguard-3,B-95,5927.16
Antonov An-225,B-2,1835.35
Antonov An-225,200-5,5374.87
Antonov An-225,Mk.I-31,5890.52
Antonov An-225,200-89,2381.98
Lockheed F-104 Starfighter,Max-6,7345.34
Lockheed F-104 Starfighter,Mk.I-39,7939.3
Lockheed F-104 Starfighter,A-35,1557.39
Lockheed F-104 Starfighter,200-43,6109.59
Socata TBM 700,Neo-43,5023.18
Socata TBM 700,LR-97,5154.39
Socata TBM 700,100-42,7737.53
Socata TBM 700,200-79,6662.73
F-8 Crusader,Max-25,2567.0
F-8 Crusader,Mk.I-45,515.51
F-8 Crusader,Neo-49,1548.24
F-8 Crusader,LR-96,5653.26
Convair F-102 Delta Dagger,Mk.I-19,1302.14
Convair F-102 Delta Dagger,B-22,506.9
Convair F-102 Delta Dagger,100-5,1018.49
Convair F-102 Delta Dagger,Max-39,5425.66
Lockheed XB-70 Valkyrie,Neo-79,6295.02
Lockheed XB-70 Valkyrie,LR-50,6106.66
Lockheed XB-70 Valkyrie,Max-14,1237.4
Lockheed XB-70 Valkyrie,LR-97,3660.2
Shenyang J-8 Finback,Neo-89,1951.75
Shenyang J-8 Finback,A-15,1932.06
Shenyang J-8 Finback,Max-26,5873.82
Shenyang J-8 Finback,Neo-35,3033.28
Chengdu J-10 Vigorous Kung-Ji,ER-1,7698.84
Chengdu J-10 Vigorous Kung-Ji,Max-35,662.49
Chengdu J-10 Vigorous Kung-Ji,LR-55,6642.87
Chengdu J-10 Vigorous Kung-Ji,Mk.I-23,4115.75
Boeing KC-46 Pegasus,100-52,3905.33
Boeing KC-46 Pegasus,100-42,6655.66
Boeing KC-46 Pegasus,Neo-28,7958.43
Boeing KC-46 Pegasus,B-35,4279.01
Antonov An-12,LR-23,1068.98
Antonov An-12,LR-83,7239.48
Antonov An-12,100-41,4282.05
Antonov An-12,B-85,2333.08
Antonov An-24,Neo-23,2793.53
Antonov An-24,Neo-99,2673.21
Antonov An-24,100-13,2799.81
Antonov An-24,B-43,7167.59
Douglas DC-8,LR-10,6110.33
Douglas DC-8,Neo-49,6873.6
Douglas DC-8,A-11,6019.74
Douglas DC-8,100-41,1172.86
Douglas DC-9,LR-74,3499.05
Douglas DC-9,Max-78,4464.41
Douglas DC-9,ER-13,2241.39
Douglas DC-9,100-80,6504.77
Embraer EMB 120 Brasilia,ER-43,5678.63
Embraer EMB 120 Brasilia,A-57,1564.43
Embraer EMB 120 Brasilia,Max-56,7119.89
Embraer EMB 120 Brasilia,Max-94,1706.79
PZL M-28 Skytruck,Mk.I-51,7471.97
PZL M-28 Skytruck,A-56,7718.35
PZL M-28 Skytruck,200-32,2930.82
PZL M-28 Skytruck,100-73,6824.04
Yakovlev Yak-40,LR-61,5857.14
Yakovlev Yak-40,Neo-11,2827.25
Yakovlev Yak-40,LR-92,1616.67
Yakovlev Yak-40,Max-13,2717.9
Yakovlev Yak-38,200-34,5994.91
Yakovlev Yak-38,ER-95,6579.41
Yakovlev Yak-38,ER-31,1981.42
Yakovlev Yak-38,200-96,6811.32
Sukhoi Su-24 Fencer,200-84,7032.2
Sukhoi Su-24 Fencer,Neo-91,1104.25
Sukhoi Su-24 Fencer,ER-20,844.26
Sukhoi Su-24 Fencer,ER-54,5273.82
MiG-17,B-71,1752.73
MiG-17,Max-25,7143.63
MiG-17,Neo-63,5942.71
MiG-17,Max-87,5758.18
F-5 Freedom Fighter,Neo-32,7980.88
F-5 Freedom Fighter,Mk.I-74,1992.02
F-5 Freedom Fighter,200-63,1273.35
F-5 Freedom Fighter,ER-7,5095.76
Mirage IV,ER-60,3221.8
Mirage IV,ER-47,5626.52
Mirage IV,100-30,2911.21
Mirage IV,LR-96,2103.15
Mirage 4000,200-62,7845.49
Mirage 4000,Neo-53,5524.28
Mirage 4000,Neo-1,5679.16
Mirage 4000,Neo-35,5737.06
A-5 Vigilante,Max-43,7828.29
A-5 Vigilante,ER-1,7941.85
A-5 Vigilante,B-81,2194.49
A-5 Vigilante,Max-72,4399.16
Northrop T-38 Talon,200-48,6075.46
Northrop T-38 Talon,200-90,4806.21
Northrop T-38 Talon,100-42,7403.08
Northrop T-38 Talon,B-49,7621.15
Piper PA-42 Cheyenne,Mk.I-68,7931.83
Piper PA-42 Cheyenne,200-8,6248.32
Piper PA-42 Cheyenne,100-26,7454.55
Piper PA-42 Cheyenne,100-41,3325.8
Boeing 777-300ER,Max-6,1067.63
Boeing 777-300ER,Max-65,5253.44
Boeing 777-300ER,Neo-83,2524.47
Boeing 777-300ER,Max-52,2399.48
Fairchild Republic A-10 Thunderbolt II,LR-87,2591.92
Fairchild Republic A-10 Thunderbolt II,200-63,2708.3
Fairchild Republic A-10 Thunderbolt II,ER-50,3122.1
Fairchild Republic A-10 Thunderbolt II,B-21,6553.7
Consolidated PBY Catalyst,Mk.I-46,830.81
Consolidated PBY Catalyst,B-39,6975.29
Consolidated PBY Catalyst,200-23,2601.83
Consolidated PBY Catalyst,200-39,5436.52
BAe 146 Regional Jet,B-39,3159.35
BAe 146 Regional Jet,Mk.I-99,3757.28
BAe 146 Regional Jet,Neo-33,3689.2
BAe 146 Regional Jet,B-38,5267.91
ATR 72,Mk.I-43,1205.32
ATR 72,Mk.I-84,5597.23
ATR 72,LR-84,5790.87
ATR 72,B-27,6682.89
Bombardier Dash 8 Q400,B-92,1908.9
Bombardier Dash 8 Q400,Mk.I-35,2099.39
Bombardier Dash 8 Q400,Mk.I-31,7802.87
Bombardier Dash 8 Q400,ER-48,3908.88
Cessna Citation XLS+,200-19,6343.21
Cessna Citation XLS+,100-41,2698.4
Cessna Citation XLS+,A-25,7735.34
Cessna Citation XLS+,A-6,2054.86
Embraer Legacy 500,200-38,3144.85
Embraer Legacy 500,LR-11,5353.55
Embraer Legacy 500,LR-87,4552.0
Embraer Legacy 500,Neo-83,4824.73
HondaJet HA-420,200-7,827.79
HondaJet HA-420,B-11,4223.47
HondaJet HA-420,ER-6,1933.07
HondaJet HA-420,200-5,3342.08
McDonnell Douglas MD-90,ER-48,564.34
McDonnell Douglas MD-90,B-67,1042.08
McDonnell Douglas MD-90,Neo-15,3823.48
McDonnell Douglas MD-90,B-42,4890.42
Hughes H-4 Hercules Spruce Goose,Neo-28,4852.73
Hughes H-4 Hercules Spruce Goose,A-38,4523.03
Hughes H-4 Hercules Spruce Goose,200-89,3621.59
Hughes H-4 Hercules Spruce Goose,B-71,1646.84
BAC Strikmaster,200-68,4894.04
BAC Strikmaster,Mk.I-99,3322.33
BAC Strikmaster,200-67,7479.6
BAC Strikmaster,200-22,3326.46
Mil Mi-24 Hind,Neo-16,5321.83
Mil Mi-24 Hind,ER-96,7170.17
Mil Mi-24 Hind,Neo-11,2106.63
Mil Mi-24 Hind,100-2,5483.56
Kawasaki Ki-43 Oscar,Mk.I-60,1516.16
Kawasaki Ki-43 Oscar,B-5,6931.7
Kawasaki Ki-43 Oscar,A-89,6928.08
Kawasaki Ki-43 Oscar,200-28,6272.43
Aermacchi M-345 Masters,Neo-30,5616.94
Aermacchi M-345 Masters,B-87,7207.5
Aermacchi M-345 Masters,Max-32,2786.44
Aermacchi M-345 Masters,B-62,3813.28
X-47B Pegasus,Max-61,1984.48
X-47B Pegasus,B-11,5971.56
X-47B Pegasus,B-5,5741.5
X-47B Pegasus,B-16,5538.11
Skyborg XQ-58A,LR-64,5068.11
Skyborg XQ-58A,200-82,3369.87
Skyborg XQ-58A,Neo-66,5462.15
Skyborg XQ-58A,100-31,1086.11
Boeing 747-400,Neo-89,997.92
Boeing 747-400,Neo-61,7543.26
Boeing 747-400,200-7,7556.12
Boeing 747-400,LR-78,6525.47
Moscow Yak-3,100-17,5191.83
Moscow Yak-3,200-99,5775.8
Moscow Yak-3,B-81,1741.63
Moscow Yak-3,Mk.I-65,6701.65
Piaggio Avanti II,LR-54,1242.33
Piaggio Avanti II,B-70,6987.24
Piaggio Avanti II,Neo-85,2705.66
Shenyang J-15 Flying Shark,100-51,2372.84
Shenyang J-15 Flying Shark,Mk.I-71,7160.19
Shenyang J-15 Flying Shark,Max-21,5370.11
Shenyang J-15 Flying Shark,A-12,3356.75
Rockwell B-1 Lancer,B-11,3826.08
Rockwell B-1 Lancer,100-28,1038.47
Rockwell B-1 Lancer,100-52,1047.66
Rockwell B-1 Lancer,200-17,6910.99
Piaggio PD-150,ER-28,7549.28
Piaggio PD-150,100-33,1428.51
Piaggio PD-150,100-2,6045.93
Piaggio PD-150,Neo-11,4460.6
Alenia C-27J Spartan,100-83,1270.15
Alenia C-27J Spartan,100-57,2715.21
Alenia C-27J Spartan,ER-32,842.97
Alenia C-27J Spartan,A-30,3491.3
Qantas VH-64,Mk.I-56,1677.96
Qantas VH-64,Max-18,7926.12
Qantas VH-64,Mk.I-24,3479.68
Qantas VH-64,ER-43,3787.74
NASA X-57 Maxwell,100-36,2945.2
NASA X-57 Maxwell,B-40,7900.36
NASA X-57 Maxwell,100-25,905.47
NASA X-57 Maxwell,Mk.I-53,6448.64
De Havilland Canada DHC-8 Dash 8,A-47,1075.83
De Havilland Canada DHC-8 Dash 8,A-6,4144.08
De Havilland Canada DHC-8 Dash 8,Mk.I-65,1224.56
De Havilland Canada DHC-8 Dash 8,Max-61,3144.63
Lilium Jet,LR-53,7685.83
Lilium Jet,Max-54,1639.27
Lilium Jet,Max-40,1620.65
Lilium Jet,B-44,3545.8
AeroVironment RQ-11 Raven,Mk.I-5,7814.02
AeroVironment RQ-11 Raven,B-21,2851.53
AeroVironment RQ-11 Raven,LR-36,4236.85
AeroVironment RQ-11 Raven,Mk.I-28,3509.04
Handley Page Harrow,A-33,4768.14
Handley Page Harrow,Mk.I-72,1626.93
Handley Page Harrow,B-57,4409.08
Handley Page Harrow,100-83,6102.33
Macchi C.202 Folgore,Max-88,2451.96
Macchi C.202 Folgore,100-83,1495.83
Macchi C.202 Folgore,A-52,5605.69
Macchi C.202 Folgore,LR-96,1218.55
Goodyear ZPG-3W Cloudmaster,100-31,775.99
Goodyear ZPG-3W Cloudmaster,Max-76,2473.03
Goodyear ZPG-3W Cloudmaster,100-52,4994.13
Goodyear ZPG-3W Cloudmaster,B-62,3085.41
Lockheed L-749 Constellation,200-37,5872.93
Lockheed L-749 Constellation,LR-27,5344.37
Lockheed L-749 Constellation,A-63,7856.68
Lockheed L-749 Constellation,A-77,3612.54
Taylorcraft Auster,Mk.I-88,6493.32
Taylorcraft Auster,ER-50,6196.51
Taylorcraft Auster,Max-31,4734.87
Taylorcraft Auster,Neo-13,2463.78
de Havilland DH.89 Dragon Rapide,Mk.I-23,3580.01
de Havilland DH.89 Dragon Rapide,Max-11,6836.54
de Havilland DH.89 Dragon Rapide,Mk.I-55,4183.0
de Havilland DH.89 Dragon Rapide,Max-55,5498.99
Bede BD-5J Micro,LR-92,4011.21
Bede BD-5J Micro,Mk.I-80,5041.5
Bede BD-5J Micro,B-46,5297.34
Bede BD-5J Micro,200-1,2353.13
Zivko Edge 540,A-57,6840.12
Zivko Edge 540,100-14,2003.7
Zivko Edge 540,200-3,2614.02
Zivko Edge 540,Max-76,3556.45
Lockheed YC-14,A-35,2128.65
Lockheed YC-14,200-83,1217.16
Lockheed YC-14,B-49,703.32
Lockheed YC-14,Neo-3,1455.27
Lockheed Martin X-35,Neo-79,528.7
Lockheed Martin X-35,Neo-96,2713.93
Lockheed Martin X-35,B-4,7931.59
Lockheed Martin X-35,100-61,3575.91
Boeing X-45,200-76,1513.34
Boeing X-45,A-28,5081.2
Boeing X-45,100-91,6137.39
Boeing X-45,A-27,3627.05
Embraer EMB 312 Tucano,A-41,2755.4
Embraer EMB 312 Tucano,Max-18,3086.98
Embraer EMB 312 Tucano,Max-9,736.9
Embraer EMB 312 Tucano,LR-96,5440.85
Fleet Air Arm Swordfish,Mk.I-71,4178.59
Fleet Air Arm Swordfish,A-26,5988.42
Fleet Air Arm Swordfish,Max-63,4258.91
Fleet Air Arm Swordfish,Mk.I-72,4621.93
Westland Lynx HAS.3,Neo-11,5591.53
Westland Lynx HAS.3,200-82,2554.06
Westland Lynx HAS.3,LR-82,4825.73
Westland Lynx HAS.3,200-63,2833.15
de Havilland DH.106 Comet,Mk.I-23,3244.72
de Havilland DH.106 Comet,B-26,1296.05
de Havilland DH.106 Comet,Neo-13,3434.7
de Havilland DH.106 Comet,Mk.I-1,5335.04
Breguet 19,Neo-99,5845.07
Breguet 19,Neo-83,3072.4
Breguet 19,200-34,686.52
Breguet 19,Neo-28,6429.07
Fairey Gannet,Mk.I-33,4005.25
Fairey Gannet,Mk.I-67,7073.28
Fairey Gannet,Max-31,6887.89
Fairey Gannet,200-99,5318.87
Miles M.52,LR-24,4082.16
Miles M.52,100-35,6828.77
Miles M.52,Neo-56,2509.89
Miles M.52,Max-13,7936.66
Sikorsky S-76 Black Hawk,A-28,6719.81
Sikorsky S-76 Black Hawk,A-26,3511.8
Sikorsky S-76 Black Hawk,LR-20,7030.59
Sikorsky S-76 Black Hawk,ER-99,7798.42
Skyliner 300,ER-74,6553.29
Skyliner 300,B-78,4840.59
Skyliner 300,Mk.I-55,1369.72
Skyliner 300,B-40,6372.25
AeroVista 12,LR-8,2997.33
AeroVista 12,B-85,4639.15
AeroVista 12,200-99,1584.31
AeroVista 12,Mk.I-99,1984.24
Thunderbolt XL,200-70,7799.53
Thunderbolt XL,100-8,5872.18
Thunderbolt XL,Neo-86,3539.45
Thunderbolt XL,Neo-15,5334.79
Horizon 7X,ER-35,7091.08
Horizon 7X,A-52,2315.1
Horizon 7X,LR-53,4140.77
Horizon 7X,200-22,7190.63
Nebula Jet,100-94,7753.49
Nebula Jet,A-49,1183.54
Nebula Jet,Max-93,5094.73
Nebula Jet,100-39,6925.85
StratoGlide 9,100-61,2151.35
StratoGlide 9,B-2,1111.38
StratoGlide 9,LR-92,2482.22
StratoGlide 9,100-76,4533.45
Falconaire 5,LR-28,6804.57
Falconaire 5,100-15,5810.99
Falconaire 5,Mk.I-27,4970.33
Falconaire 5,100-52,1253.37
Velvet Hawk,B-96,3017.51
Velvet Hawk,100-58,621.05
Velvet Hawk,100-91,3590.27
Velvet Hawk,100-69,6109.94
Aurora Cruiser,100-27,6189.04
Aurora Cruiser,Mk.I-56,7546.47
Aurora Cruiser,ER-86,4214.58
Aurora Cruiser,Neo-38,896.89
Phoenix 200,200-91,4044.07
Phoenix 200,B-49,5302.64
Phoenix 200,Max-59,4115.13
Phoenix 200,Max-62,7509.07
Cyclone One,LR-78,3195.86
Cyclone One,B-34,1302.61
Cyclone One,200-19,5558.72
Cyclone One,LR-64,4479.89
Orion 45,200-19,2731.93
Orion 45,Mk.I-94,7964.69
Orion 45,Neo-46,638.56
Orion 45,LR-20,4600.93
Zenith Aero,100-4,2505.68
Zenith Aero,Mk.I-89,7239.51
Zenith Aero,LR-28,1812.63
Zenith Aero,LR-97,624.83
Vortex V2,Max-15,6772.55
Vortex V2,Mk.I-53,1879.02
Vortex V2,LR-87,2954.85
Vortex V2,A-89,7947.32
Eclipse 77,B-51,4882.48
Eclipse 77,LR-61,4484.67
Eclipse 77,Mk.I-2,6456.92
Eclipse 77,A-52,7726.94
Titanair 3,LR-98,7093.78
Titanair 3,100-18,7354.83
Titanair 3,Mk.I-98,7792.27
Titanair 3,B-23,5262.18
Mirage 12,ER-28,4697.42
Mirage 12,Neo-36,7346.68
Mirage 12,A-54,4520.05
Mirage 12,Max-26,1254.26
AuroraBorealis 8,Mk.I-74,2288.49
AuroraBorealis 8,LR-44,2361.65
AuroraBorealis 8,ER-5,6811.03
AuroraBorealis 8,Neo-80,3184.9
Stellarwing 11,LR-69,5365.72
Stellarwing 11,ER-89,6862.44
Stellarwing 11,B-98,4002.47
Stellarwing 11,Neo-33,6223.37
Cloudmaster 55,A-33,4876.82
Cloudmaster 55,200-17,6250.86
Cloudmaster 55,B-44,5928.89
Cloudmaster 55,100-76,2929.9
Raptor 210,B-11,5897.2
Raptor 210,100-74,2009.5
Raptor 210,A-50,505.41
Raptor 210,A-52,3117.66
Glacier Glider,200-86,6276.42
Glacier Glider,Max-92,2094.43
Glacier Glider,A-35,2340.99
Glacier Glider,Max-4,4794.94
Nimbus 2A,B-40,3615.05
Nimbus 2A,B-21,2585.04
Nimbus 2A,Neo-32,4303.57
Nimbus 2A,A-87,4059.27
PulseJet 300,Mk.I-67,7330.53
PulseJet 300,A-18,3152.1
PulseJet 300,ER-86,3935.27
PulseJet 300,Neo-66,4607.6
Spectra 7,200-47,5839.88
Spectra 7,LR-14,1377.48
Spectra 7,Neo-16,3876.03
Spectra 7,Neo-80,2056.74
Zenobia 6,200-93,2715.29
Zenobia 6,Neo-78,5910.88
Zenobia 6,Max-25,2080.43
Zenobia 6,ER-37,2568.97
AuroraEclipse 9,100-10,2365.52
AuroraEclipse 9,A-18,3176.13
AuroraEclipse 9,100-8,3168.37
AuroraEclipse 9,ER-3,725.09
Radiant 12A,Neo-30,5723.09
Radiant 12A,Max-57,2390.1
Radiant 12A,LR-87,2677.04
Radiant 12A,Neo-48,5538.27
HorizonX2,100-90,696.23
HorizonX2,ER-88,7223.12
HorizonX2,100-83,6246.36
HorizonX2,A-49,5951.42
Tempest 88,ER-7,1099.28
Tempest 88,A-40,5752.02
Tempest 88,ER-32,4475.29
Tempest 88,200-91,4110.97
Aurorabeam 5,Max-55,3218.81
Aurorabeam 5,A-33,7481.33
Aurorabeam 5,100-86,3425.63
Aurorabeam 5,Neo-70,6449.47
Zephyr 21,200-28,6953.31
Zephyr 21,ER-65,4043.18
Zephyr 21,100-15,3425.14
Zephyr 21,Mk.I-4,1496.45
Cosmos 900,Mk.I-96,7806.19
Cosmos 900,Neo-49,6584.21
Cosmos 900,Max-32,1795.65
Cosmos 900,LR-93,6206.55
EclipseGale 7,Max-78,6806.14
EclipseGale 7,200-45,4140.4
EclipseGale 7,Neo-10,3666.47
EclipseGale 7,Neo-40,7733.82
Nebulon 13,B-55,2502.0
Nebulon 13,200-42,6144.22
Nebulon 13,Max-64,1009.13
Nebulon 13,B-4,7522.26
AuroraFlare 6,A-26,6677.54
AuroraFlare 6,LR-11,2184.31
AuroraFlare 6,ER-40,4406.65
AuroraFlare 6,200-19,1083.99
Alpine Skimmer,A-60,3506.35
Alpine Skimmer,A-48,6590.57
Alpine Skimmer,Mk.I-33,7360.89
Alpine Skimmer,LR-8,7202.09
Hyperion 5X,Max-50,5761.85
Hyperion 5X,B-26,5099.07
Hyperion 5X,Mk.I-95,6761.77
Hyperion 5X,Max-5,3431.08
AuroraVoyager,A-70,5076.88
AuroraVoyager,200-37,1679.13
AuroraVoyager,200-91,7553.77
AuroraVoyager,A-54,7427.59
CycloneStorm 9,ER-35,1748.73
CycloneStorm 9,100-39,4999.47
CycloneStorm 9,200-91,2434.7
CycloneStorm 9,Neo-70,903.85
NebulaVoyager 2,ER-13,6992.34
NebulaVoyager 2,100-61,7086.02
NebulaVoyager 2,Neo-52,6207.8
NebulaVoyager 2,A-15,2645.71
Starlight 101,Neo-86,1870.99
Starlight 101,B-55,6790.8
Starlight 101,ER-83,7646.31
Starlight 101,Neo-37,3345.59
AeroPulse 77,100-36,6203.89
AeroPulse 77,ER-37,1064.39
AeroPulse 77,B-81,4345.78
AeroPulse 77,Mk.I-62,3806.82
Zephyrus 12,A-40,2456.04
Zephyrus 12,100-92,5054.19
Zephyrus 12,Neo-96,7445.13
Zephyrus 12,100-9,7776.92
CosmicCruiser 4,A-87,6408.49
CosmicCruiser 4,Max-95,1354.78
CosmicCruiser 4,A-15,2790.78
CosmicCruiser 4,Max-55,3845.95
Vortice 500,B-2,6678.05
Vortice 500,Max-78,3483.18
Vortice 500,Neo-97,4656.53
Vortice 500,B-55,5895.64
AuroraForge 9,ER-28,6404.66
AuroraForge 9,Max-93,4192.63
AuroraForge 9,LR-8,7798.79
AuroraForge 9,200-63,6796.78
Jetstreamer 22,200-77,3892.39
Jetstreamer 22,ER-64,6064.96
Jetstreamer 22,100-23,1146.48
Jetstreamer 22,B-87,4440.4
HorizonVoyager 8,100-53,6040.78
HorizonVoyager 8,Mk.I-19,5515.62
HorizonVoyager 8,200-79,7212.69
HorizonVoyager 8,ER-74,3093.59
Tempestus 6,ER-96,768.39
Tempestus 6,100-69,3337.61
Tempestus 6,Neo-32,4421.73
Tempestus 6,A-77,746.38
RadiantDawn 5,B-78,5433.52
RadiantDawn 5,Neo-61,5238.44
RadiantDawn 5,A-54,916.11
RadiantDawn 5,100-10,6489.0
Skyline 3000,B-35,1334.76
Skyline 3000,200-5,5431.12
Skyline 3000,Mk.I-60,5609.58
Skyline 3000,100-33,3886.72
EclipseEdge 9,A-9,3101.22
EclipseEdge 9,100-62,5441.76
EclipseEdge 9,Neo-29,4813.31
EclipseEdge 9,200-32,6425.27
Nebulox 4,ER-19,4399.61
Nebulox 4,100-14,4692.01
Nebulox 4,Mk.I-99,5726.43
Nebulox 4,Max-33,4170.09
Thunderbolt II,200-1,4874.39
Thunderbolt II,ER-6,4500.58
Thunderbolt II,100-61,4310.66
Thunderbolt II,ER-67,1165.2
AuroraPeak 7,Mk.I-5,3235.79
AuroraPeak 7,LR-11,4277.57
AuroraPeak 7,LR-96,3315.9
AuroraPeak 7,A-9,4924.42
CyclonePrime 8,Mk.I-33,1186.04
CyclonePrime 8,Neo-11,1813.84
CyclonePrime 8,B-78,2786.34
CyclonePrime 8,B-81,1992.92
ZenithX 12,100-84,7491.41
ZenithX 12,LR-54,1943.66
ZenithX 12,Neo-97,2028.02
ZenithX 12,LR-32,4822.85
StellarVoyage 9,Max-78,6785.91
StellarVoyage 9,A-89,694.21
StellarVoyage 9,B-60,5597.66
StellarVoyage 9,B-35,5675.95
AuroraShift 6,200-28,7828.15
AuroraShift 6,LR-50,6391.72
AuroraShift 6,Neo-36,1204.72
AuroraShift 6,200-11,1932.63
HyperGlide 3,200-53,5489.69
HyperGlide 3,B-30,7407.36
HyperGlide 3,200-83,5828.06
HyperGlide 3,ER-5,3075.07
TempestEcho 7,Mk.I-92,7835.44
TempestEcho 7,B-71,4679.29
TempestEcho 7,Mk.I-7,1587.59
TempestEcho 7,LR-10,4257.78
RadiantWave 8,A-59,1081.72
RadiantWave 8,Mk.I-78,2334.44
RadiantWave 8,Mk.I-39,1896.83
RadiantWave 8,B-2,2138.27
SpectralFlyer 5,Max-74,4112.09
SpectralFlyer 5,Neo-10,3643.82
SpectralFlyer 5,LR-27,4552.02
SpectralFlyer 5,200-90,6741.09
AuroraNimbus 9,LR-43,1428.81
AuroraNimbus 9,Mk.I-8,3609.87
AuroraNimbus 9,100-84,7529.57
AuroraNimbus 9,LR-61,6438.94
VortexPilot 4,ER-42,5512.3
VortexPilot 4,Max-78,901.47
VortexPilot 4,Neo-33,6247.47
VortexPilot 4,A-65,5827.89
ThunderLynx 6,Mk.I-65,939.96
ThunderLynx 6,Neo-68,2302.84
ThunderLynx 6,Neo-93,5258.27
ThunderLynx 6,200-7,1317.21
CloudRacer 11,Mk.I-68,908.54
CloudRacer 11,ER-19,3100.59
CloudRacer 11,B-6,4657.45
CloudRacer 11,Neo-80,6811.4
CosmicPeak 8,LR-69,6281.71
CosmicPeak 8,Max-73,6414.4
CosmicPeak 8,B-78,524.88
CosmicPeak 8,100-87,3367.04
ZephyrWave 7,B-4,2300.66
ZephyrWave 7,200-67,1887.58
ZephyrWave 7,B-77,6695.74
ZephyrWave 7,Neo-61,5246.99
OrionX 9,200-86,5683.29
OrionX 9,100-73,6652.23
OrionX 9,Mk.I-80,2493.86
OrionX 9,B-60,1923.89
EclipseNova 6,ER-95,5860.04
EclipseNova 6,A-10,6990.5
EclipseNova 6,ER-42,3151.48
EclipseNova 6,200-57,1470.78
AuroraFusion 5,100-83,2562.28
AuroraFusion 5,Neo-63,2127.94
AuroraFusion 5,Max-39,1730.96
AuroraFusion 5,A-89,919.13
AeroBlitz 12,A-48,2821.55
AeroBlitz 12,B-46,1301.3
AeroBlitz 12,LR-92,6156.66
AeroBlitz 12,Max-42,2842.61
SkyRider 400,Neo-48,7106.85
SkyRider 400,100-82,2618.02
SkyRider 400,B-13,7768.92
SkyRider 400,200-90,3167.81
ThunderGlide 7,A-70,1068.07
ThunderGlide 7,200-87,6179.57
ThunderGlide 7,A-6,5011.96
ThunderGlide 7,100-37,4819.3
NebulaPulse 5,100-36,4734.79
NebulaPulse 5,100-62,865.07
NebulaPulse 5,B-32,5518.98
NebulaPulse 5,Max-57,1111.65
HorizonHarbor 9,200-68,7039.25
HorizonHarbor 9,B-44,7125.43
HorizonHarbor 9,B-36,2935.24
HorizonHarbor 9,200-81,3123.32
ZenithForge 6,ER-80,1000.19
