CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST
33851,HONEYWELL,TFE731-5BR,5,0,4750
33852,HONEYWELL,TFE731-5R,5,0,4500
33853,HONEYWELL,LTP101-600,2,599,0
33854,HONEYWELL,LTP101-600A,2,599,0
33855,HONEYWELL,LTP101-600A1A,2,599,0
33856,HONEYWELL,LTP101-700A1A,2,671,0
33857,HONEYWELL,T5313B,3,1400,0
33858,HONEYWELL,T5317A,3,1500,0
33859,HONEYWELL,T5317A-1,3,1500,0
33860,HONEYWELL,T5317B,3,1500,0
33861,HONEYWELL,TPE331-14A,2,1250,0
33862,HONEYWELL,TPE331-14B,2,1250,0
33863,HONEYWELL,TPE331-14F,2,1250,0
33864,HONEYWELL,TPE331-14GR,2,1650,0
33865,HONEYWELL,TPE331-14HR,2,1650,0
33866,HONEYWELL,TPE331-15AW,2,1645,0
33867,HONEYWELL,ALF502L,5,0,7500
33868,HONEYWELL,ALF502L-2,5,0,7500
33869,HONEYWELL,ALF502L-2A,5,0,7500
33870,HONEYWELL,ALF502L-2C,5,0,7500
33871,HONEYWELL,ALF502L-3,5,0,7500
33872,HONEYWELL,ALF502R-3,5,0,6700
33873,HONEYWELL,ALF502R-3A,5,0,6970
33874,HONEYWELL,ALF502R-4,5,0,6970
33875,HONEYWELL,ALF502R-5,5,0,6970
33876,HONEYWELL,ALF502R-6,5,0,7500
33877,HONEYWELL,ALF507-1H,5,0,7000
33878,HONEYWELL,ALF507-1F,5,0,7000
33879,HONEYWELL,TFE731-2-3B,5,0,3650
33880,HONEYWELL,TFE-731-5BR1H,5,0,4750
33881,HONEYWELL,HTF7000,5,0,6500
33882,HONEYWELL,T53-L-703,3,1500,0
33883,HONEYWELL,T53-L13B,3,1100,0
33884,HONEYWELL,F-124-GA-100,5,0,6280
33885,HONEYWELL,TFE731-3R-1H,5,0,3700
33886,HONEYWELL,T55-GA-714A,3,0,4860
33888,HONEYWELL,TFE-731,5,0,4000
33889,HONEYWELL,55-L-714A,3,4115,0
33898,HONEYWELL,TFE731-5BR-1C,5,0,4750
33899,HONEYWELL,TPE331-10 SER,2,940,0
33900,HONEYWELL,ALF 502 SER,4,7500,0
33901,HONEYWELL,T-55-L714A,3,4867,0
33902,HONEYWELL,TFE-731-SER,5,0,4000
33903,HONEYWELL,AL5512,3,4075,0
33904,HONEYWELL,LTS101-600 SR,3,650,0
33905,HONEYWELL,TFE731-5BR-2C,5,0,4750
33906,HONEYWELL,CFE 738-1-1B,5,2800,0
33907,HONEYWELL,T5317 SER,3,1500,0
33908,HONEYWELL,AS907-1-1A,5,0,6944
33909,HONEYWELL,TPE331-SER,2,2650,0
33910,HONEYWELL,TPE-331-10UG,2,940,0
33911,HONEYWELL,T5309A,3,1100,0
33912,HONEYWELL,T5309B,3,1100,0
33913,HONEYWELL,T5309C,3,1100,0
33914,HONEYWELL,T5311A,3,1100,0
33915,HONEYWELL,HTS-900-2,3,925,0
33916,HONEYWELL,TFE731-3-1C,5,0,3700
33917,HONEYWELL,TFE731-20,5,0,3500
33918,HONEYWELL,TFE731-20AR,5,0,3650
33919,HONEYWELL,TFE731-20BR,5,0,3650
33920,HONEYWELL,TFE731-20R,5,0,3650
33921,HONEYWELL,TFE731-40,5,0,4250
33922,HONEYWELL,TFE731-40R,5,0,4462
33923,HONEYWELL,TFE731-40AR,5,0,4420
33924,HONEYWELL,TFE731-60,5,0,5000
33925,HONEYWELL,LTC1B-1,3,860,0
33926,HONEYWELL,TPE331-25A,2,575,0
33927,HONEYWELL,TPE331-25AA,2,575,0
33928,HONEYWELL,TPE331-25B,2,575,0
33929,HONEYWELL,TFE731-60-1C,5,0,4525
33930,HONEYWELL,TPE331-25C,2,575,0
33931,HONEYWELL,TPE331-25D,2,575,0
33932,HONEYWELL,TPE331-25DA,2,575,0
33933,HONEYWELL,TPE331-25DB,2,575,0
33934,HONEYWELL,TPE331-25E,2,575,0
33935,HONEYWELL,TPE331-25F,2,575,0
33936,HONEYWELL,TPE331-25FA,2,575,0
33937,HONEYWELL,TPE331-29A,2,575,0
33938,HONEYWELL,TPE331-43,2,575,0
33939,HONEYWELL,TPE331-43-B,2,575,0
33940,HONEYWELL,TFE731-50R,5,0,5000
33941,HONEYWELL,TPE331-45,2,575,0
33942,HONEYWELL,TPE331-47,2,575,0
33943,HONEYWELL,TPE331-47-A,2,575,0
33944,HONEYWELL,TPE331-47-B,2,575,0
33945,HONEYWELL,TPE331-51,2,575,0
33946,HONEYWELL,TPE331-55,2,575,0
33947,HONEYWELL,TPE331-55-A,2,575,0
33948,HONEYWELL,TPE331-55-B,2,575,0
33949,HONEYWELL,TPE331-57,2,575,0
33950,HONEYWELL,TPE331-57-B,2,575,0
33951,HONEYWELL,TPE331-61,2,575,0
33952,HONEYWELL,TPE331-61-A,2,575,0
33953,HONEYWELL,TPE331-1,2,665,0
33954,HONEYWELL,TPE331-1U,2,665,0
33955,HONEYWELL,TPE331-1UA,2,665,0
33956,HONEYWELL,TPE331-2,2,715,0
33957,HONEYWELL,TPE331-2U,2,715,0
33958,HONEYWELL,TPE331-2UA,2,715,0
33959,HONEYWELL,T5508D,3,2250,0
33960,HONEYWELL,TPE331-3,2,840,0
33961,HONEYWELL,TPE331-3U,2,840,0
33962,HONEYWELL,TPE331-3UW,2,840,0
33963,HONEYWELL,TPE331-3W,2,840,0
33964,HONEYWELL,TPE331-10UA,2,840,0
33965,HONEYWELL,TPE331-5,2,776,0
33966,HONEYWELL,TPE331-5A,2,840,0
33967,HONEYWELL,TYPE331-5AB,2,840,0
33968,HONEYWELL,TPE331-5B,2,776,0
33969,HONEYWELL,TPE331-5U,2,776,0
33970,HONEYWELL,TPE331-6,2,750,0
33971,HONEYWELL,TPE331-6A,2,750,0
33972,HONEYWELL,TPE331-6U,2,750,0
33973,HONEYWELL,TPE331-8,2,715,0
33974,HONEYWELL,TPE331-8A,2,715,0
33975,HONEYWELL,TPE331-9,2,865,0
33976,HONEYWELL,TPE331-9U,2,865,0
33977,HONEYWELL,TPE331-10,2,940,0
33978,HONEYWELL,TPE331-10A,2,940,0
33979,HONEYWELL,TPE331-10AV,2,750,0
33980,HONEYWELL,TPE331-10B,2,940,0
33981,HONEYWELL,TPE331-10G,2,940,0
33982,HONEYWELL,TPE331-10GP,2,840,0
33983,HONEYWELL,TPE331-10GR,2,940,0
33984,HONEYWELL,TPE331-10GT,2,840,0
33985,HONEYWELL,TPE331-10J,2,1000,0
33986,HONEYWELL,TPE331-10N,2,715,0
33987,HONEYWELL,TPE331-10P,2,776,0
33988,HONEYWELL,TPE331-10R,2,940,0
33989,HONEYWELL,TPE331-10T,2,776,0
33990,HONEYWELL,TPE331-10U,2,940,0
33991,HONEYWELL,TPE331-10UF,2,940,0
33992,HONEYWELL,TPE331-10UGR,2,940,0
33993,HONEYWELL,TPE331-10UJ,2,1000,0
33994,HONEYWELL,TPE331-10UK,2,1000,0
33995,HONEYWELL,TPE331-10UR,2,940,0
33996,HONEYWELL,TPE331-11U,2,1000,0
33997,HONEYWELL,TPE331-11UA,2,1000,0
33998,HONEYWELL,TPE331-12,2,940,0
33999,HONEYWELL,TPE331-12B,2,1100,0
34000,HONEYWELL,TFE73140AR200,5,0,4420
34001,HONEYWELL,TFE731-40BR-1,5,0,3850
34002,HONEYWELL,TFE731-40BR1B,5,0,3850
34003,HONEYWELL,F124,5,0,6280
34004,HONEYWELL,HTF7350,5,0,7323
34005,HONEYWELL,TPE331-101Z,2,705,0
34006,HONEYWELL,T5313L,3,1500,0
34007,HISPANO,E,1,180,0
34200,HOUSAI,6JIA,1,285,0
34201,HOUSAI,HS6A,1,285,0
34250,HUMMEL,2180,1,76,0
34251,HUMMEL,VW 2.4L,8,85,0
34253,HUMMEL,1/2 VW,7,45,0
34550,IAE,PW1127G-JM,5,0,26345
34551,IAE,PW1127GA-JM,5,0,26345
34598,IAE,PW1133GA-JM,5,0,33110
34599,IAE,V2500E-A5,5,0,31330
34600,IAE,PW1133G-JM,5,0,33110
34601,IAE,V2500SERIES,4,0,25000
34602,IAE,V2500-A1,5,0,24800
34603,IAE,V2530-A5,5,0,29900
34604,IAE,V2527-A5,5,0,24800
34605,IAE,V2527E-A5,5,0,24800
34606,IAE,V2527M-A5,5,0,24800
34607,IAE,V2522-A5,5,0,23040
34608,IAE,V2524-A5,5,0,24480
34609,IAE,V2528-D5,5,0,28000
34610,IAE,V2525-D5,5,0,25000
34611,IAE,V2533-A5,5,0,31600
34612,IAE,V2522-A5,4,0,23040
34613,IAE,50R-AA,11,56,0
34699,INNTEC,800,7,85,0
34701,IVCHENKO,AI-14R,1,260,0
34702,IVCHENKO,AL-25SERIES,5,330,0
34703,IVCHENKO,AI-25TL,5,0,3792
34800,JABIRU,2200,8,85,0
34801,JABIRU,3300,8,120,0
34802,JABIRU,3300,1,120,0
34803,JABIRU,2200A,8,85,0
34804,JABIRU,3300A,8,120,0
34805,JABIRU,5100,8,170,0
34811,JABIRU,3300L,8,120,0
35001,JACOBS,LA1,1,170,0
35002,JACOBS,L3,1,55,0
35003,JACOBS,L4 /R755-7,1,245,0
35004,JACOBS,L5,1,285,0
35005,JACOBS,L6,1,330,0
35006,JACOBS,R755A SERIES,1,300,0
35007,JACOBS,R755B SERIES,1,275,0
35008,JACOBS,R755E SERIES,1,350,0
35009,JACOBS,R-755-7,1,225,0
35010,JACOBS,R-755SM,1,350,0
35011,JACOBS,R-755S,1,350,0
35012,JACOBS,L-6M,1,330,0
35013,JACOBS,L-6MA,1,330,0
35014,JACOBS,L-6MB,1,330,0
35015,JACOBS,L-3MBA,1,330,0
35016,JACOBS,L-5M,1,285,0
35017,JACOBS,L-5MB,1,285,0
35018,JACOBS,R-755A1,1,300,0
35019,JACOBS,R-755A2,1,300,0
35020,JACOBS,R-755A2M,1,300,0
35021,JACOBS,R-755A2M1,1,300,0
35022,JACOBS,R-755B1,1,275,0
35023,JACOBS,R-755B2,1,275,0
35024,JACOBS,R-755B2M,1,275,0
35025,JACOBS,R-755E,1,350,0
35026,JACOBS,L-4,1,245,0
35027,JACOBS,L-4M,1,245,0
35028,JACOBS,L-4MA,1,245,0
35029,JACOBS,L-4MA7,1,245,0
35030,JACOBS,L-4MB,1,245,0
35031,JACOBS,R-755,1,225,0
35500,KAWASAKI,ALL MDLS A/B,1,0,0
36400,JETCAT,SPT5,2,0,55
36401,JETCAT,SPH5,2,11,0
36402,JETCAT,MP-200,4,0,52
36405,JETCAT,C81,4,0,81
36440,HACKER,A60-18L,10,1,0
36441,HACKER,Q150 SERIES,10,16,0
36442,HACKER,Q80-7M V2,10,1,0
36501,KEIKHAFER,MK55,1,40,0
37001,KEN ROYCE,7 SERIES,1,120,0
37002,KEN ROYCE,90-5 SERIES,1,90,0
37003,KEN ROYCE,90 5G,1,90,0
37004,KEN ROYCE,7F,1,120,0
37005,KEN ROYCE,7G,1,120,0
37006,KEN ROYCE,85 5F,1,85,0
37007,KEN ROYCE,85 5DF,1,85,0
37008,KEN ROYCE,90 5F,1,90,0
37009,KEN ROYCE,110 7DF,1,110,0
37501,KINNER,B5 SERIES,1,125,0
37503,KINNER,K5 SERIES,1,100,0
37504,KINNER,R5 SERIES,1,160,0
37595,ISOTOV,GTD-350,3,395,0
37596,KLEINMOTOR,SOLO 2350 SER,7,29,0
37597,PZL,GTD-350,3,400,0
37600,KLIMOV,VK-1A,4,5950,0
37601,KLIMOV,VK-1F,4,0,5955
37602,KLIMOV,TB3-117BM,3,2000,0
37603,KLIMOV,TV3-117VM,3,2000,0
37604,KLIMOV,RD-33,5,2000,0
37650,KONIG,SD 570,7,28,0
37700,KONTRONIK,KORA 25-10,10,1,0
38501,LAMBERT,R266,1,90,0
38502,SUBARU,EJ-25,8,165,0
38590,LIBERTY,V-12,1,400,0
38601,LIMBACH,LIMBACH L2000,8,80,0
38602,LIMBACH,1700E,1,68,0
38603,LIMBACH,L2400,8,87,0
38604,LIMBACH,L2000 EB 1.A,1,80,0
38801,LAWRENCE,3 CYL,1,60,0
39101,LEBLOND,70 SERIES,1,70,0
39102,LEBLOND,85 SERIES,1,85,0
39103,LEBLOND,90 SERIES,1,90,0
39501,LENAPE,AR3-160,1,50,0
39506,LENAPE,LM5,1,95,0
40001,LERHONE,TYPE C,1,80,0
40002,LERHONE,TYPE J,1,110,0
40501,SKYDYNAMIC,AEIO-360-EXP,1,180,0
40701,LINCOLN,LIBERTY-12,1,400,0
40800,LOM,M332,1,140,0
40801,LOM,M137A,1,180,0
40802,LOM,M132A,1,120,0
40803,LOM,M332AK,1,138,0
40891,LYCOMING,IO-360-M1A,8,180,0
40999,LYCOMING,TIO-540-AE2A,2,350,0
41000,LYCOMING,XLIO-360A1B,1,200,0
41010,LYCOMING,XLO-360 SERIE,1,200,0
41220,LYCOMING,T53-L-13B,3,1400,0
41400,LYCOMING,O-390 SERIES,1,210,0
41450,LYCOMING,XIO-390-A3B6,8,210,0
41451,LYCOMING,XIO-390 SERIE,1,210,0
41455,LYCOMING,XIO-360 SERIE,1,180,0
41460,LYCOMING,X(I)O 320,8,160,0
41462,LYCOMING,XIO-540 SERIE,1,260,0
41465,LYCOMING,CC363I,1,186,0
41466,LYCOMING,340 SERIES,8,170,0
41498,LYCOMING,0-540-JIA5D,1,230,0
41499,LYCOMING,0-360 SERIES,1,180,0
41500,LYCOMING,AEIO-320 SER,1,160,0
41501,LYCOMING,0-145A SERIES,1,55,0
41502,LYCOMING,0-145B SERIES,1,65,0
41503,LYCOMING,O&GO-145C SER,1,75,0
41504,LYCOMING,0-360-A1D,1,180,0
41505,LYCOMING,0-235 SERIES,8,115,0
41506,LYCOMING,0-290 SERIES,8,140,0
41507,LYCOMING,125,1,125,0
41508,LYCOMING,0-320 SERIES,1,180,0
41509,LYCOMING,IO-320 SERIES,1,150,0
41510,LYCOMING,0-340 SERIES,1,170,0
41511,LYCOMING,I0360 SER A&C,1,200,0
41512,LYCOMING,0-350 SERIES,1,150,0
41513,LYCOMING,HO-360,1,180,0
41514,LYCOMING,O&VO-360 SER,1,180,0
41515,LYCOMING,I0360 SER,1,180,0
41516,LYCOMING,0-435,1,175,0
41517,LYCOMING,0-435A/0-435C,1,190,0
41518,LYCOMING,0-435A2-KSER,1,225,0
41519,LYCOMING,0-435B,1,235,0
41520,LYCOMING,GO-435,1,210,0
41521,LYCOMING,GO-435C&D SER,1,260,0
41522,LYCOMING,AEIO-360 SER,1,180,0
41523,LYCOMING,GSO-435 SERIE,1,300,0
41524,LYCOMING,HIO-360 SER,1,205,0
41525,LYCOMING,VO-435 SERIES,1,260,0
41526,LYCOMING,TVO-435-GIA,2,280,0
41527,LYCOMING,GO-480 SERIES,1,295,0
41528,LYCOMING,T0-360 SER,1,210,0
41529,LYCOMING,GSO&IGSO-480,1,340,0
41530,LYCOMING,IO-540 SER,1,300,0
41531,LYCOMING,0-540F1 SERIE,1,260,0
41532,LYCOMING,0-540 SERIES,1,250,0
41533,LYCOMING,TI0-540 SER,2,310,0
41534,LYCOMING,VO-540 SERIES,1,310,0
41535,LYCOMING,IGSO-540-B1A,1,380,0
41536,LYCOMING,TI0-541 SER,1,310,0
41537,LYCOMING,GSO-580 SER,1,400,0
41538,LYCOMING,IGO-540-B1A,1,350,0
41539,LYCOMING,TIGO-541SER,1,400,0
41540,LYCOMING,R680,1,215,0
41541,LYCOMING,R680-2-B2-BA,1,240,0
41542,LYCOMING,R680-4P-B4,1,225,0
41543,LYCOMING,R680-5-B5-D5,1,260,0
41544,LYCOMING,R680-6B6-D6,1,245,0
41545,LYCOMING,R680E SERIES,1,300,0
41546,LYCOMING,IO-720,1,400,0
41547,LYCOMING,11A,3,2650,0
41548,LYCOMING,0-550-J3A5D,1,250,0
41549,LYCOMING,T-53 SERIES,1,1150,0
41550,LYCOMING,YT55-L-9,3,2650,0
41551,LYCOMING,T53-L-13,3,1400,0
41552,LYCOMING,T-53,3,1150,0
41553,LYCOMING,HI0-360 SER,3,205,0
41554,LYCOMING,T-55 SER TP,2,2650,0
41555,LYCOMING,T-55 SER TS,3,2650,0
41556,LYCOMING,LTC4B-8D,3,2650,0
41557,LYCOMING,T53L-703,3,1400,0
41558,LYCOMING,I0-360 SER,3,200,0
41559,LYCOMING,I0-360-B1E,1,180,0
41560,LYCOMING,LTS-101 SER,3,317,0
41561,LYCOMING,TSIO-360SER,2,215,0
41562,LYCOMING,LTS 101 600A,3,592,0
41563,LYCOMING,L-540-T4B5,1,260,0
41564,LYCOMING,LTS-750-B-1,3,461,0
41565,LYCOMING,LTP 101-600,2,599,0
41566,LYCOMING,LTP101-600A,1,599,0
41567,LYCOMING,AEIO-320 SER,1,150,0
41568,LYCOMING,AEIO-540 SER,1,260,0
41569,LYCOMING,TIO 540 SER,1,250,0
41570,LYCOMING,R-1820 SER,1,1300,0
41571,LYCOMING,R-1820 SER,2,1300,0
41572,LYCOMING,TIO-360 SER,1,282,0
41573,LYCOMING,0-360-C1F,1,200,0
41574,LYCOMING,T53-L-11D,3,1100,0
41575,LYCOMING,O-360 SERIES,1,180,0
41576,LYCOMING,IO-360-A1B6,1,200,0
41577,LYCOMING,LIO-360-CIE6,1,200,0
41578,LYCOMING,T53-L-701,2,1400,0
41579,LYCOMING,0-360-E2D,1,150,0
41580,LYCOMING,ALF-502 SER.,4,7500,0
41581,LYCOMING,AL5512,3,4075,0
41582,LYCOMING,VO-540 SER,3,305,0
41583,LYCOMING,AL503 SER,4,7500,0
41584,LYCOMING,IO-520 SER,1,285,0
41585,LYCOMING,IO 540 SER,1,260,0
41586,LYCOMING,YO-360-A1A,8,180,0
41587,LYCOMING,T-53 SER,2,1150,0
41588,LYCOMING,0-360-C1A,1,180,0
41589,LYCOMING,ALF502L,5,0,7500
41590,AVRO,ALF 507-1F,4,7500,0
41591,LYCOMING,0-360-C4F,1,180,0
41592,LYCOMING,LTC1K-4K,3,1550,0
41593,LYCOMING,IO-360-A1B6D,1,200,0
41594,LYCOMING,O-360-A1A,8,180,0
41595,LYCOMING,O-320-D2J,1,160,0
41596,LYCOMING,I0-360-ES,1,210,0
41597,LYCOMING,IO-360-L2A,1,180,0
41598,LYCOMING,IO-540-K1G5D,1,300,0
41599,LYCOMING,(L)TO 360 SER,2,180,0
41600,LYCOMING,0-30-A1P,1,180,0
41601,LYCOMING,AEIO-360 SER,1,180,0
41602,LYCOMING,IO-390-A1A6,1,210,0
41603,LYCOMING,T5309A,3,1100,0
41604,LYCOMING,T5309B,3,1100,0
41605,LYCOMING,T5309C,3,1100,0
41606,LYCOMING,T5311A,3,1100,0
41607,LYCOMING,T5311B,3,1100,0
41608,LYCOMING,LTC1B-1,3,860,0
41609,LYCOMING,T5508D,3,2250,0
41610,LYCOMING,T5307A,2,1100,0
41611,LYCOMING,LTP101-600A1A,2,599,0
41612,LYCOMING,LTP101-700A1A,2,671,0
41613,LYCOMING,T5313B,3,1400,0
41614,LYCOMING,T5317A,3,1500,0
41615,LYCOMING,T5317A-1,3,1500,0
41616,LYCOMING,T5317B,3,1500,0
41617,LYCOMING,ALF502L-2,5,0,7500
41618,LYCOMING,ALF502L-2A,5,0,7500
41619,LYCOMING,ALF502L-2C,5,0,7500
41620,LYCOMING,ALF502L-3,5,0,7500
41621,LYCOMING,ALF502R-3,5,0,6700
41622,LYCOMING,ALF502R-3A,5,0,6970
41623,LYCOMING,ALF502R-4,5,0,6970
41624,LYCOMING,ALF502R-5,5,0,6970
41625,LYCOMING,ALF502R-6,5,0,7500
41626,LYCOMING,ALF507-1H,5,0,7000
41627,LYCOMING,ALF507-1F,5,0,7000
41628,LYCOMING,IO-580-A1A,1,300,0
41629,LYCOMING,IO-580-B1A,1,315,0
41630,LYCOMING,V0-360-A1A,1,180,0
41631,LYCOMING,V0-360-A1B,1,180,0
41632,LYCOMING,V0-360-B1A,1,180,0
41633,LYCOMING,IVO-360-A1A,1,180,0
41634,LYCOMING,IO-540-A1A5,1,290,0
41635,LYCOMING,IO-540-B1A5,1,290,0
41636,LYCOMING,IO-540-B1B5,1,290,0
41637,LYCOMING,IO-540-B1C5,1,290,0
41638,LYCOMING,IO-540-E1A5,1,290,0
41639,LYCOMING,IO-540-E1B5,1,290,0
41640,LYCOMING,IO-540-E1C5,1,290,0
41641,LYCOMING,IO-540-G1A5,1,290,0
41642,LYCOMING,IO-540-G1B5,1,290,0
41643,LYCOMING,IO-540-G1C5,1,290,0
41644,LYCOMING,IO-540-G1D5,1,290,0
41645,LYCOMING,IO-540-G1E5,1,290,0
41646,LYCOMING,IO-540-G1F5,1,290,0
41647,LYCOMING,IO-540-P1A5,1,290,0
41648,LYCOMING,HIO-540-A1A,1,290,0
41649,LYCOMING,IO-540-C1B5,1,250,0
41650,LYCOMING,IO-540-C1C5,1,250,0
41651,LYCOMING,IO-540-C4B5,1,250,0
41652,LYCOMING,IO-540-C4D5D,1,250,0
41653,LYCOMING,IO-540-C2C,1,250,0
41654,LYCOMING,IO-540-C4C5,1,250,0
41655,LYCOMING,IO-540-J4A5,1,250,0
41656,LYCOMING,IO-540-C4D5,1,250,0
41657,LYCOMING,IO-540-C4B5D,1,250,0
41658,LYCOMING,IO-540-W1A5D,1,235,0
41659,LYCOMING,IO-540-W3A5D,1,235,0
41660,LYCOMING,IO-540-W1A5,1,235,0
41661,LYCOMING,IO-540-AA1A5,1,270,0
41662,LYCOMING,IO-540-AA1B5,1,270,0
41663,LYCOMING,IO-540-K1A5,1,300,0
41664,LYCOMING,IO-540-K1A5D,1,300,0
41665,LYCOMING,IO-540-K1B5,1,300,0
41666,LYCOMING,IO-540-K2A5,1,300,0
41667,LYCOMING,IO-540-K1B5D,1,300,0
41668,LYCOMING,IO-540-K1C5,1,300,0
41669,LYCOMING,IO-540-K1D5,1,300,0
41670,LYCOMING,IO-540-K1E5D,1,300,0
41671,LYCOMING,IO-540-K1E5,1,300,0
41672,LYCOMING,IO-540-K1F5,1,300,0
41673,LYCOMING,IO-540-K1F5D,1,300,0
41674,LYCOMING,IO-540-K1G5,1,300,0
41675,LYCOMING,IO-540-K1H5,1,300,0
41676,LYCOMING,IO-540-K1J5,1,300,0
41677,LYCOMING,IO-540-K1K5,1,300,0
41678,LYCOMING,IO-390 SER,1,210,0
41679,LYCOMING,IO-540-L1A5,1,300,0
41680,LYCOMING,IO-540-L1A5D,1,300,0
41681,LYCOMING,AEO-540-FBAE,1,325,0
41685,LYCOMING,IO-340 EXP SE,1,170,0
41698,LYCOMING,TIO-541 SER,1,310,0
41699,LYCOMING,YIO-360-A186,1,200,0
41700,LYCOMING,0360-A1A,1,180,0
41710,LYCOMING,YIO-360 EXP,1,180,0
41746,LYCOMING,TVO-435-G1A,2,280,0
41770,LYCOMING,YAEIO-540,1,300,0
41779,LYCOMING,YIO-540 SERIE,1,260,0
41780,LYCOMING,IO-360-A1H1S,1,200,0
41781,LYCOMING,IO-540-L1B5D,1,300,0
41782,LYCOMING,IO-540-L1C5,1,300,0
41783,LYCOMING,IO-540-M1A5,1,300,0
41784,LYCOMING,IO-540-M1A5D,1,300,0
41785,LYCOMING,IO-540-M1B5D,1,300,0
41786,LYCOMING,IO-540-M1C5,1,300,0
41787,LYCOMING,IO-540-M2A5D,1,300,0
41788,LYCOMING,IO-540-S1A5,1,300,0
41789,LYCOMING,IO-540-U1A5D,1,300,0
41790,LYCOMING,IO-540-U1B5D,1,300,0
41791,LYCOMING,AEIO540-L1B5D,1,300,0
41792,LYCOMING,AEIO-540-L1B5,1,300,0
41793,LYCOMING,AEIO-540-L1D5,1,300,0
41794,LYCOMING,IO-540-D4B5,1,260,0
41795,LYCOMING,IO-540-D4C5,1,260,0
41796,LYCOMING,IO-540-N1A5,1,260,0
41797,LYCOMING,IO-540-R1A5,1,260,0
41798,LYCOMING,IO-540-D4A5,1,260,0
41799,LYCOMING,AEIO-540-D4A5,1,260,0
41800,LYCOMING,AEIO-540-D4B5,1,260,0
41801,LYCOMING,AEIO-540-D4C5,1,260,0
41802,LYCOMING,AEIO-540-D4D5,1,260,0
41803,LYCOMING,IO-540-T4A5D,1,260,0
41804,LYCOMING,IO-540-T4B5,1,260,0
41805,LYCOMING,IO-540-T4C5D,1,260,0
41806,LYCOMING,AEIO-580-X,1,320,0
41807,LYCOMING,IO-540-V4A5D,1,260,0
41808,LYCOMING,IO-540-AB1A5,1,230,0
41809,LYCOMING,IO-540-AC1A5,1,300,0
41810,LYCOMING,IGS0-540-A1A,1,380,0
41811,LYCOMING,IGS0-540-A1D,1,380,0
41812,LYCOMING,IGS0-540-A1C,1,380,0
41813,LYCOMING,IGS0-540-A1E,1,380,0
41814,LYCOMING,IGS0-540-A1F,1,380,0
41815,LYCOMING,IGS0-540-A1H,1,380,0
41816,LYCOMING,IGS0-540-B1A,1,380,0
41817,LYCOMING,IGS0-540-B1C,1,380,0
41818,LYCOMING,IO-360-A1A,1,200,0
41819,LYCOMING,IO-360-A1B,1,200,0
41820,LYCOMING,IO-360-A1C,1,200,0
41821,LYCOMING,IO-360-A1D,1,200,0
41822,LYCOMING,IO-360-A1D6,1,200,0
41823,LYCOMING,IO-360-A1D6D,1,200,0
41824,LYCOMING,IO-360-A2A,1,200,0
41825,LYCOMING,IO-360-A2B,1,200,0
41826,LYCOMING,IO-360-A2C,1,200,0
41827,LYCOMING,IO-360-A3B6,1,200,0
41828,LYCOMING,IO-360-A3B6D,1,200,0
41829,LYCOMING,IO-360-A3D6D,1,200,0
41830,LYCOMING,IO-360-C1A,1,200,0
41831,LYCOMING,IO-360-C1B,1,200,0
41832,LYCOMING,IO-360-C1C,1,200,0
41833,LYCOMING,IO-360-C1C6,1,200,0
41834,LYCOMING,IO-360-C1D6,1,200,0
41835,LYCOMING,IO-360-C1E6,1,200,0
41836,LYCOMING,IO-360-C1E6D,1,200,0
41837,LYCOMING,IO-360-C1F,1,200,0
41838,LYCOMING,IO-360-C1G6,1,200,0
41839,LYCOMING,IO-360-D1A,1,200,0
41840,LYCOMING,IO-360-J1AD,1,200,0
41841,LYCOMING,IO-360-J1A6D,1,200,0
41842,LYCOMING,IO-360-K2A,1,200,0
41843,LYCOMING,LIO-360-C1E6,1,200,0
41844,LYCOMING,AIO-360-A2A,1,200,0
41845,LYCOMING,AIO-360-A1B,1,200,0
41846,LYCOMING,AIO-360-B1B,1,200,0
41847,LYCOMING,AEIO-360-A1A,1,200,0
41848,LYCOMING,AEIO-360-A1B,1,200,0
41849,LYCOMING,AEIO-360-A1B6,1,200,0
41850,LYCOMING,AEIO-360-A1C,1,200,0
41851,LYCOMING,AEIO-360-A1E,1,200,0
41852,LYCOMING,AEIO-360-A1E6,1,200,0
41853,LYCOMING,AEIO-360-A1D,1,200,0
41854,LYCOMING,AEIO-360-A2A,1,200,0
41855,LYCOMING,AEIO-360-A2B,1,200,0
41856,LYCOMING,AEIO-360-A2C,1,200,0
41857,LYCOMING,IO-360-B1A,1,180,0
41858,LYCOMING,IO-360-B1B,1,180,0
41859,LYCOMING,IO-360-B1D,1,180,0
41860,LYCOMING,IO-360-B1E,1,180,0
41861,LYCOMING,IO-360-B1F,1,180,0
41862,LYCOMING,IO-360-B1F6,1,180,0
41863,LYCOMING,IO-360-B2E,1,180,0
41864,LYCOMING,IO-360-B2F,1,180,0
41865,LYCOMING,IO-360-B2F6,1,180,0
41866,LYCOMING,IO-360-B1G6,1,180,0
41867,LYCOMING,IO-360-B4A,1,180,0
41868,LYCOMING,IO-360-E1A,1,180,0
41869,LYCOMING,IO-360-M1A+,1,180,0
41870,LYCOMING,IO-360-F1A,1,180,0
41871,LYCOMING,IO-360-M1B,1,180,0
41872,LYCOMING,AEIO-360-B1B,1,180,0
41873,LYCOMING,AEIO-360-B1D,1,180,0
41874,LYCOMING,AEIO-360-B1F,1,180,0
41875,LYCOMING,AEIO-360-B2F,1,180,0
